EmployeeID,Age,Gender,Department,Position,AnnualSalary,JobSatisfaction,EngagementScore,PerformanceRating,AbsenteeismRate,PromotionInLastYear,ParticipationInTrainingSessions,Tenure
EID0654,55,Male,HR,Senior Analyst,50082.84,4,0.83,2,17.76,0,0,0
EID0655,23,Other,Sales,Senior Analyst,90043.13,5,0.56,1,9.1,1,5,4
EID0656,61,Male,Operations,Team Leader,112906.08,4,0.05,4,11.12,1,4,35
EID0657,62,Male,IT,Team Leader,113656.3,2,0.97,3,8.08,1,7,6
EID0658,49,Other,IT,Manager,107836.67,3,0.51,4,9.2,1,8,13
EID0659,62,Other,Marketing,Senior Analyst,63034.59,3,0.29,2,0.3,0,7,4
EID0660,64,Female,Finance,Manager,48744.79,2,0.47,3,5.67,1,7,23
EID0661,38,Other,Sales,Analyst,106312.84,4,0.86,5,8.73,0,2,10
EID0662,33,Female,Finance,Manager,101916.25,5,0.3,4,12.68,1,3,0
EID0663,38,Other,Marketing,Clerk,51522.72,2,0.19,3,9,1,3,4
EID0664,28,Male,IT,Manager,114616.7,1,0.13,3,6.76,1,4,3
EID0665,54,Female,Finance,Clerk,84620.64,4,0.3,3,7.76,0,8,2
EID0666,53,Female,Finance,Clerk,110131.27,3,0.78,1,4.85,1,8,25
EID0667,52,Female,IT,Clerk,130484.05,2,0.47,4,18.49,0,9,14
EID0668,36,Male,Sales,Analyst,50367.41,3,0.23,3,10.43,0,0,18
EID0669,37,Male,IT,Manager,32297.38,4,0.17,4,0.27,1,7,15
EID0670,35,Male,Finance,Manager,123492.31,3,0.33,3,0.39,0,0,7
EID0671,64,Male,Sales,Analyst,103163.69,2,0.94,5,19.46,0,1,12
EID0672,58,Male,Sales,Senior Analyst,113956.75,4,0.34,5,4.43,1,6,2
EID0673,31,Female,IT,Team Leader,130578.6,1,0.99,5,16.11,1,7,0
EID0674,32,Male,Finance,Manager,126337.31,2,0.49,2,1.17,1,0,8
EID0675,48,Female,Marketing,Team Leader,145310.42,5,0.18,3,18.42,1,2,30
EID0676,18,Male,Finance,Analyst,94312.21,2,0.89,2,17.49,1,6,0
EID0677,20,Other,HR,Senior Analyst,88619.48,4,0.46,4,11.42,1,8,0
EID0678,33,Female,Operations,Senior Analyst,78226.46,2,0.71,2,0.18,0,7,5
EID0679,40,Other,Marketing,Senior Analyst,48442.93,1,0.98,4,5.16,1,7,16
EID0680,28,Female,Sales,Analyst,98712.87,1,0.05,4,8.14,1,8,7
EID0681,29,Other,Marketing,Clerk,63241.5,5,0.1,4,9.2,0,9,1
EID0682,27,Male,Sales,Clerk,140556.9,3,0.72,2,5.95,1,2,8
EID0683,49,Male,Sales,Team Leader,99982.9,4,0.28,3,0.66,0,7,29
EID0684,33,Male,Marketing,Clerk,101140.82,4,0.18,2,11.8,1,0,7
EID0685,25,Female,Sales,Clerk,72590.96,3,0.04,3,10.48,1,7,2
EID0686,55,Other,Sales,Senior Analyst,36238.72,1,0.02,3,5.66,0,6,12
EID0687,29,Male,HR,Senior Analyst,33809.25,1,0.77,4,0.76,1,7,4
EID0688,41,Other,Finance,Team Leader,80800.22,2,0.13,2,19.89,0,0,8
EID0689,45,Other,Finance,Manager,40147.85,5,0.47,3,9.64,1,5,12
EID0690,25,Male,Operations,Team Leader,102821.63,5,0.61,5,15.12,1,6,0
EID0691,45,Male,Operations,Team Leader,135716.76,5,0.43,3,9.05,0,4,24
EID0692,53,Other,HR,Analyst,135949.78,2,0.03,5,0.86,1,4,3
EID0693,43,Male,Operations,Analyst,109085.45,5,0.78,2,6.19,1,6,3
EID0694,25,Male,Marketing,Team Leader,55347.82,3,0.01,2,6.4,0,2,6
EID0695,45,Male,IT,Team Leader,133559.62,2,0.76,2,16.77,1,5,19
EID0696,45,Female,IT,Team Leader,136331.21,3,0.89,3,13.08,0,6,9
EID0697,54,Other,IT,Clerk,53598.43,2,0.43,1,5.51,1,0,27
EID0698,58,Other,HR,Analyst,118491.13,5,0.54,3,19.35,0,1,5
EID0699,53,Female,HR,Team Leader,64382.35,3,0.48,3,6.43,1,3,26
EID0700,44,Other,Sales,Senior Analyst,126316.84,3,0.39,4,19.96,0,7,23
EID0701,34,Male,IT,Senior Analyst,149668.55,3,0.89,4,19.92,0,9,11
EID0702,26,Other,Marketing,Clerk,33603.12,2,0.89,3,3.82,1,5,3
EID0703,50,Male,Operations,Clerk,137683.9,4,0.34,5,6.25,1,0,2
EID0704,37,Female,Marketing,Manager,104715.66,5,0.62,4,9.72,0,9,13
EID0705,30,Male,Operations,Manager,146805.91,3,0.93,3,13.28,1,4,0
EID0706,45,Other,IT,Manager,85801.14,4,0.96,1,10.56,0,6,9
EID0707,46,Other,IT,Clerk,131686.55,5,0.51,5,19.39,1,5,14
EID0708,30,Other,IT,Clerk,37487.29,5,0.45,2,14.48,1,8,6
EID0709,63,Female,HR,Clerk,70233.49,3,0.28,3,4.24,0,7,35
EID0710,52,Female,Operations,Senior Analyst,38041.98,3,0.96,3,2.1,0,3,13
EID0711,23,Other,HR,Clerk,147041.18,2,0.14,5,13.77,1,4,5
EID0712,35,Male,HR,Senior Analyst,128036.87,4,0.58,4,3.17,1,6,2
EID0713,22,Female,Finance,Manager,132305.69,4,0.28,4,15.75,1,7,0
EID0714,64,Other,Marketing,Manager,142555.83,3,0.28,4,6.22,1,4,45
EID0715,42,Other,Marketing,Manager,40212.42,5,0.4,2,6.54,1,8,17
EID0716,19,Female,Sales,Team Leader,76271.71,3,1,5,0.22,0,9,0
EID0717,27,Female,HR,Team Leader,38524.19,5,0.05,5,14.02,1,3,5
EID0718,47,Female,Operations,Analyst,55295.17,5,0.58,4,2.27,1,3,18
EID0719,62,Male,Finance,Analyst,57523.89,3,0.08,4,15.46,0,7,34
EID0720,22,Male,Finance,Analyst,86292.87,1,0.15,1,9.84,0,0,3
EID0721,50,Other,Marketing,Team Leader,62227.46,4,0.44,1,15.69,0,7,4
EID0722,18,Female,HR,Team Leader,42117.37,5,0.51,3,11.68,1,4,0
EID0723,35,Male,Sales,Analyst,50098.93,5,0.26,3,1.65,0,0,9
EID0724,49,Female,HR,Analyst,47673.07,1,0.32,5,15.31,0,3,8
EID0725,64,Other,IT,Clerk,146769.22,2,0.09,5,1.4,0,1,32
EID0726,28,Male,HR,Analyst,121115.1,1,0.3,2,9.57,0,3,2
EID0727,38,Male,IT,Clerk,146131.38,1,0.97,2,3.45,1,7,18
EID0728,43,Male,IT,Senior Analyst,82768.86,5,0.94,1,15.05,1,4,10
EID0729,42,Other,Sales,Team Leader,63404.22,4,0.33,3,18.23,1,0,15
EID0730,39,Female,Operations,Analyst,125795.18,1,0.57,1,11.08,0,6,5
EID0731,44,Male,Marketing,Team Leader,69150.47,2,0.91,1,10.54,0,0,23
EID0732,30,Other,HR,Team Leader,65926,3,0.01,3,15.28,0,8,2
EID0733,50,Female,IT,Team Leader,57900.72,1,0.81,2,0.1,0,2,18
EID0734,51,Other,HR,Senior Analyst,45561.48,1,0.95,3,18.36,0,2,5
EID0735,58,Female,Operations,Manager,60775.57,2,0.09,4,3.95,0,5,39
EID0736,52,Other,Marketing,Analyst,72638.37,4,0.16,4,19.68,1,9,34
EID0737,18,Female,Operations,Manager,110879.3,1,0.96,4,14.73,1,5,0
EID0738,38,Male,Marketing,Manager,37507.78,1,0.54,5,15.49,0,5,3
EID0739,23,Female,Finance,Manager,55260.83,4,0.01,2,13.12,1,0,0
EID0740,45,Other,Marketing,Team Leader,127082.84,2,0.26,2,9.43,0,4,12
EID0741,34,Other,Sales,Clerk,47630.63,1,0.45,5,11.43,0,5,3
EID0742,22,Female,Operations,Team Leader,71117.42,4,0.69,1,0.93,1,7,2
EID0743,48,Male,IT,Team Leader,133759.07,1,0.73,4,12.48,0,0,18
EID0744,22,Male,Finance,Manager,48591.04,3,1,4,12.52,1,4,2
EID0745,55,Female,Sales,Team Leader,39928.42,5,0.29,1,17.82,0,2,11
EID0746,20,Female,HR,Manager,88144.56,3,0.54,3,10.11,0,1,2
EID0747,40,Other,Operations,Clerk,66290.34,1,0.53,3,1.54,1,7,5
EID0748,54,Male,IT,Analyst,97609,2,0.41,2,6.12,0,6,11
EID0749,54,Female,Marketing,Manager,126456.59,5,0.17,5,13.11,0,9,26
EID0750,27,Male,IT,Clerk,46457.82,3,0.98,2,4.79,0,6,8
EID0751,27,Female,HR,Analyst,99683.89,4,0.85,3,5.61,1,4,8
EID0752,36,Female,Finance,Senior Analyst,90661.05,2,0.5,1,16.41,0,8,9
EID0753,34,Male,Finance,Manager,47289.45,3,0.6,2,11.69,0,4,2
EID0754,38,Female,Operations,Manager,104879.82,4,0.23,4,10.17,0,1,2
EID0755,31,Female,Finance,Senior Analyst,62836.85,1,0.54,4,6.37,1,2,3
EID0756,26,Other,Operations,Senior Analyst,88540.12,4,0.69,1,14.62,1,3,6
EID0757,63,Female,Operations,Manager,39872.68,3,0.52,3,5.75,1,4,2
EID0758,18,Female,Operations,Senior Analyst,85150.09,3,0.99,4,14.74,1,2,0
EID0759,62,Female,Marketing,Team Leader,66775.62,1,0.61,4,1.4,1,6,41
EID0760,30,Other,Sales,Analyst,128685.75,4,0.37,5,17.29,0,4,7
EID0761,21,Male,Operations,Analyst,36837.45,4,0.77,2,9.99,1,4,2
EID0762,18,Other,Operations,Analyst,80232.87,1,0.17,3,8.77,1,5,0
EID0763,57,Other,Sales,Team Leader,85011.77,4,0.38,2,12.22,0,6,39
EID0764,49,Male,IT,Senior Analyst,117000.73,1,0.35,3,12.48,1,9,5
EID0765,51,Other,Operations,Clerk,98914.51,2,0.43,4,2.64,0,9,19
EID0766,45,Male,Marketing,Senior Analyst,110065.48,3,0.78,5,15.12,1,7,10
EID0767,48,Other,Finance,Manager,123245.91,2,0.48,2,5.52,0,8,27
EID0768,25,Male,Finance,Analyst,133464.36,5,0.79,4,18.1,0,3,2
EID0769,56,Female,HR,Senior Analyst,67665.06,5,0.58,3,16.36,1,4,20
EID0770,43,Other,HR,Clerk,94562.72,5,0.34,2,6.93,1,4,11
EID0771,51,Other,Finance,Manager,130812.97,1,0.81,2,16.15,0,7,12
EID0772,20,Other,Finance,Team Leader,148734.14,4,0.24,4,7.13,0,8,1
EID0773,29,Other,Marketing,Team Leader,136742.32,2,0.22,2,2.02,0,6,2
EID0774,18,Female,Sales,Clerk,74576.07,2,0.5,5,19.24,0,4,0
EID0775,61,Other,HR,Manager,53419.98,2,0.26,5,13.05,0,2,21
EID0776,22,Female,Sales,Analyst,88727.1,2,0.01,4,9.12,0,0,3
EID0777,47,Female,Marketing,Senior Analyst,118996.97,5,0.65,3,7.96,0,8,20
EID0778,47,Female,Finance,Manager,89108.29,2,0.51,4,6.49,1,4,13
EID0779,34,Female,Operations,Team Leader,87981.7,4,0.45,5,19.63,0,8,13
EID0780,64,Male,Sales,Clerk,130587.65,5,0.97,1,2.69,1,9,36
EID0781,40,Male,Finance,Clerk,73368.45,2,0.57,1,6.3,1,3,20
EID0782,32,Other,Finance,Senior Analyst,133175.36,1,0.86,2,9.71,0,4,13
EID0783,54,Male,IT,Clerk,78816.58,3,0.14,2,9.56,0,3,24
EID0784,38,Male,Sales,Clerk,69387.97,3,0.57,1,9.43,1,1,7
EID0785,31,Other,Operations,Manager,84478.79,3,0.87,5,3.52,0,0,11
EID0786,19,Other,Sales,Analyst,121493.64,5,0.58,2,2.9,0,7,1
EID0787,28,Other,Finance,Senior Analyst,45120.24,2,0.72,4,5.1,1,3,6
EID0788,56,Male,Operations,Manager,53570.31,5,0.37,4,18.29,1,4,30
EID0789,55,Male,Marketing,Analyst,144173.38,4,0.09,5,2.26,1,5,28
EID0790,51,Other,IT,Manager,51059,1,0.46,2,15.15,0,7,29
EID0791,55,Female,Finance,Manager,98127.28,1,0.39,4,15.15,0,7,25
EID0792,51,Other,HR,Clerk,99517.74,3,0.87,2,16.2,1,6,19
EID0793,35,Female,HR,Analyst,88754.94,3,0.24,2,17.73,0,3,5
EID0794,47,Female,IT,Senior Analyst,107369.43,3,0.97,4,5.26,1,5,18
EID0795,32,Other,Marketing,Senior Analyst,57579.21,2,0.96,1,4.49,0,3,10
EID0796,44,Other,Finance,Analyst,96319.47,4,0.25,4,9.31,1,6,24
EID0797,51,Other,Sales,Clerk,74660.79,4,0.35,5,5.3,0,0,22
EID0798,55,Male,IT,Team Leader,109400.07,4,0.9,3,14.69,1,4,28
EID0799,50,Female,Marketing,Manager,46946.83,4,0.97,4,12.72,0,9,14
EID0800,41,Male,Sales,Clerk,98505.29,3,0.44,2,17.5,0,9,2
EID0801,32,Male,HR,Analyst,52232.44,1,0.32,2,1.65,1,3,9
EID0802,47,Other,HR,Manager,63437.17,3,0.53,4,18.3,0,6,14
EID0803,59,Male,Sales,Senior Analyst,56245.18,4,0.69,3,5.87,0,8,15
EID0804,34,Other,IT,Team Leader,51940.53,3,0.27,4,9.81,1,4,16
EID0805,22,Female,HR,Senior Analyst,129085.31,4,0.74,3,8.77,0,3,2
EID0806,46,Other,Finance,Analyst,64284.91,5,0.05,3,15.21,0,8,10
EID0807,21,Male,Operations,Manager,141254.85,1,0.05,5,8.41,0,4,3
EID0808,27,Male,Sales,Analyst,146391.18,5,0.39,2,18.87,1,8,4
EID0809,34,Other,Sales,Manager,98551.26,2,0.35,2,18.05,1,7,4
EID0810,27,Other,HR,Clerk,47160.13,3,0.32,3,17.44,1,3,9
EID0811,34,Male,IT,Team Leader,74945.79,2,0.49,2,1.43,1,6,13
EID0812,37,Female,Finance,Clerk,125727.87,3,0.32,1,17.09,1,4,17
EID0813,41,Female,IT,Clerk,74086.89,5,0.19,3,15.63,0,9,7
EID0814,22,Other,Marketing,Analyst,40442.07,4,0.31,2,2.07,0,3,4
EID0815,51,Female,Marketing,Team Leader,96814.19,4,0.97,1,2.15,1,4,6
EID0816,23,Male,Operations,Manager,131414.5,3,0.41,5,2.02,0,4,5
EID0817,19,Other,HR,Manager,125511.17,4,0.44,2,0.23,0,8,0
EID0818,30,Male,HR,Senior Analyst,51014.78,5,0.58,1,10.97,0,8,7
EID0819,60,Male,HR,Manager,110731.75,4,0.98,4,19.47,0,5,40
EID0820,60,Female,Operations,Analyst,56460.51,5,0.24,4,8.77,1,3,3
EID0821,28,Other,Marketing,Clerk,56184.9,2,0.68,1,10.82,1,1,3
EID0822,64,Other,IT,Clerk,134888.61,5,0.72,3,19.36,0,2,16
EID0823,40,Female,Operations,Clerk,59960.27,1,0.61,3,5.1,0,1,14
EID0824,33,Male,Operations,Team Leader,61589.68,1,0.09,2,17.17,1,4,3
EID0825,48,Male,IT,Manager,30078.41,1,0.68,4,10.93,0,5,5
EID0826,28,Male,HR,Analyst,134480.28,3,0.06,3,11.39,0,4,3
EID0827,33,Male,Finance,Team Leader,125111.38,3,0.6,3,6.86,0,1,5
EID0828,25,Other,IT,Senior Analyst,105279.47,3,0.74,4,11.23,1,4,4
EID0829,21,Other,Marketing,Analyst,120031.89,5,0.21,5,1.46,1,8,3
EID0830,57,Female,Sales,Analyst,48245.83,3,0.84,3,15.29,0,3,9
EID0831,21,Female,Sales,Analyst,84998.83,2,0.03,1,5.69,0,9,0
EID0832,42,Other,Operations,Clerk,72146.33,1,0.84,2,17.75,0,1,3
EID0833,20,Other,Sales,Analyst,41253.18,5,0.46,3,7.36,0,2,0
EID0834,49,Male,Finance,Manager,88335.66,1,0.22,3,2.86,0,2,13
EID0835,20,Male,HR,Analyst,140488.76,3,0.13,5,13.92,0,8,1
EID0836,44,Female,Marketing,Clerk,34807.09,5,0.95,1,3.29,1,3,3
EID0837,46,Other,Finance,Analyst,64975.31,4,0.07,2,15.07,1,0,17
EID0838,49,Female,Marketing,Senior Analyst,54904.91,2,0.2,3,19.36,0,0,12
EID0839,36,Other,Marketing,Senior Analyst,58577.6,3,0.35,2,15.59,1,6,12
EID0840,38,Male,HR,Clerk,139012.15,3,0.62,4,0.45,0,6,13
EID0841,22,Female,Operations,Manager,86168.29,2,0.54,3,12,0,1,1
EID0842,35,Female,Sales,Manager,85955.93,2,0.13,3,13.91,1,8,0
EID0843,45,Other,HR,Team Leader,121269.08,4,0.29,4,16.51,1,8,20
EID0844,59,Male,Finance,Clerk,48539.06,3,0.24,5,1.12,0,4,15
EID0845,39,Female,Operations,Analyst,88471.84,3,0.21,3,9.6,0,2,14
EID0846,38,Male,Finance,Clerk,81598.23,1,0.41,2,10.71,1,2,4
EID0847,23,Female,Operations,Team Leader,101629.28,5,0.7,1,3.38,1,2,4
EID0848,18,Male,Finance,Clerk,149946.92,5,0.22,2,6.45,0,5,0
EID0849,22,Other,HR,Clerk,122333.87,1,0.37,5,8.8,0,3,2
EID0850,58,Female,Operations,Team Leader,77743.88,5,0.39,1,16.66,0,7,11
EID0851,29,Female,Operations,Manager,129306.37,2,0.98,2,18.59,1,4,3
EID0852,43,Male,Marketing,Analyst,50485,5,0.95,2,12.57,0,0,0
EID0853,63,Male,Marketing,Team Leader,33655.64,5,0.8,4,7.9,1,8,35
EID0854,51,Female,IT,Senior Analyst,54533.8,1,0.24,5,5.08,0,0,32
EID0855,31,Other,Finance,Manager,70849.39,4,0.07,4,19.64,1,5,4
EID0856,43,Male,Marketing,Senior Analyst,91269.69,5,0.32,1,19.66,1,0,7
EID0857,62,Male,IT,Manager,103815.5,5,0.27,4,18.5,1,2,36
EID0858,44,Male,Marketing,Analyst,139272.69,4,0.51,5,15.71,1,9,25
EID0859,26,Female,Finance,Analyst,91182.48,1,0.78,3,6.52,0,4,1
EID0860,43,Female,Operations,Clerk,90153.08,4,0.86,3,16.34,1,9,11
EID0861,64,Female,Sales,Senior Analyst,36029.16,1,0.84,1,8.18,1,6,21
EID0862,39,Female,Finance,Manager,34189.39,2,0.36,3,6.54,1,9,16
EID0863,64,Other,HR,Analyst,96139.2,1,0.69,4,14.9,0,7,6
EID0864,47,Other,Marketing,Team Leader,82581.43,2,0.31,1,1.59,0,8,10
EID0865,60,Female,Marketing,Analyst,130701.65,2,0.06,5,0.97,0,5,3
EID0866,34,Other,Operations,Team Leader,49281.55,1,0.7,1,8.96,0,8,4
EID0867,43,Male,HR,Manager,32996.6,3,0.01,1,8.91,0,7,5
EID0868,53,Male,Operations,Analyst,83884.65,1,0.41,2,17.91,0,8,31
EID0869,18,Male,HR,Analyst,58497.43,5,0.33,2,2.52,1,9,0
EID0870,25,Female,Sales,Manager,35953.72,5,0.69,1,2.47,1,3,2
EID0871,52,Male,Marketing,Analyst,116951.79,3,0.77,3,2.95,1,8,0
EID0872,32,Other,Marketing,Team Leader,43391.16,2,0.3,2,0.59,0,6,8
EID0873,64,Female,Sales,Analyst,102998.34,3,0.81,5,1.43,1,4,41
EID0874,39,Other,IT,Senior Analyst,63725.97,5,0.29,4,13.2,1,4,19
EID0875,31,Male,Operations,Clerk,50819.53,3,0.45,2,8.63,0,0,7
EID0876,43,Male,Sales,Team Leader,75570.18,1,0.73,1,15.27,1,1,20
EID0877,45,Male,Operations,Senior Analyst,126173.49,3,0.69,3,19.85,0,9,10
EID0878,40,Female,Finance,Manager,77051.23,2,0.99,4,13.18,1,2,16
EID0879,31,Other,Marketing,Team Leader,120092.36,1,0.23,2,1.01,0,7,7
EID0880,41,Female,Operations,Clerk,45058.36,4,0.66,3,2.09,0,5,12
EID0881,19,Female,HR,Clerk,122732.57,5,0.61,3,17.62,0,9,0
EID0882,62,Male,Operations,Manager,58432,5,0.92,3,10.55,1,4,17
EID0883,43,Female,Finance,Manager,111287.18,3,0.16,1,16.5,1,0,21
EID0884,31,Female,Marketing,Team Leader,97893.79,1,0.75,5,17.13,0,8,1
EID0885,24,Male,Sales,Analyst,141497.37,4,0.57,3,18.55,0,2,4
EID0886,20,Female,Finance,Manager,76478.7,1,0.27,4,19,1,2,1
EID0887,64,Male,Marketing,Analyst,37939.82,5,0.47,2,11.1,1,1,2
EID0888,40,Male,Operations,Senior Analyst,32298.66,1,0.33,4,6.82,0,3,21
EID0889,63,Male,IT,Clerk,129223.03,4,0.58,1,19.24,1,1,16
EID0890,60,Male,IT,Analyst,92968.28,3,0.89,1,10.95,1,8,15
EID0891,64,Female,HR,Clerk,123029.29,2,0.57,4,1.29,1,9,5
EID0892,62,Male,Marketing,Analyst,58131.07,1,0.63,5,12.86,0,6,6
EID0893,35,Male,IT,Senior Analyst,71410.05,2,0.52,1,11.75,0,7,17
EID0894,55,Female,Sales,Manager,33612.46,5,0.05,1,17.92,1,2,13
EID0895,52,Female,Marketing,Senior Analyst,145379.08,3,0.23,4,13.06,0,5,14
EID0896,32,Other,Sales,Manager,110144.15,3,0.49,1,6.98,1,9,14
EID0897,42,Female,Sales,Manager,141984.61,1,0.31,5,19.32,1,5,14
EID0898,54,Female,IT,Clerk,61859.57,3,0.18,5,16.03,0,0,32
EID0899,45,Other,Marketing,Senior Analyst,103375.63,1,0.5,5,12.61,0,5,10
EID0900,27,Female,Operations,Analyst,111420,1,0.32,2,5.86,0,2,8
EID0901,56,Female,Finance,Senior Analyst,68105.96,2,0.26,5,7.47,1,2,36
EID0902,34,Female,IT,Clerk,131773.11,3,0.46,5,13.4,1,2,4
EID0903,56,Female,IT,Manager,143659.38,1,0.13,2,1.44,0,9,28
EID0904,39,Other,Operations,Clerk,136182.61,2,0.93,3,5.13,0,9,20
EID0905,43,Female,Marketing,Team Leader,118688.04,4,0.87,1,14.28,0,7,5
EID0906,61,Female,Marketing,Team Leader,63295.76,2,0.71,5,9.6,1,4,1
EID0907,42,Other,Sales,Analyst,63793.93,2,0.11,1,8.05,1,3,5
EID0908,34,Male,Operations,Clerk,145603.24,1,0.78,4,3.03,1,8,13
EID0909,30,Other,Operations,Analyst,31234.14,5,0.81,1,8.84,0,8,10
EID0910,37,Male,Marketing,Analyst,115926,5,0.77,2,15.41,0,0,3
EID0911,42,Other,Sales,Team Leader,114749.54,5,0.11,1,5.28,1,1,23
EID0912,21,Other,IT,Analyst,104722.74,2,0.64,1,0.11,0,7,0
EID0913,27,Female,HR,Team Leader,148813.06,1,0.83,1,13.37,0,4,8
EID0914,20,Male,Finance,Manager,67425.53,3,0.58,3,19.45,0,6,0
EID0915,58,Female,IT,Clerk,70796.62,2,0.65,3,12.14,0,0,2
EID0916,62,Male,Marketing,Analyst,39472.73,2,0.46,4,2.4,1,9,25
EID0917,35,Other,Finance,Team Leader,83135.78,1,0.53,2,6.41,0,4,15
EID0918,64,Other,HR,Senior Analyst,61325.82,4,0.03,1,17.35,1,2,42
EID0919,53,Male,HR,Analyst,71206.4,2,0.64,1,4.65,1,9,26
EID0920,64,Female,Sales,Manager,130148.61,4,0.08,1,12.15,0,1,35
EID0921,39,Female,Finance,Manager,142258.14,4,0.44,1,8.05,1,1,0
EID0922,51,Female,Sales,Senior Analyst,52287.97,5,0.29,3,4.16,1,8,15
EID0923,64,Female,IT,Team Leader,74701.07,1,0.55,4,16.27,0,3,10
EID0924,25,Other,Operations,Analyst,141435.67,4,0.13,5,14.86,1,3,1
EID0925,57,Other,Operations,Team Leader,37417.02,1,0.69,2,13.23,1,6,39
EID0926,61,Other,Operations,Manager,41083.26,5,0.8,1,4.73,1,9,0
EID0927,36,Other,Finance,Team Leader,49534.92,1,0.16,4,1.96,1,9,8
EID0928,59,Other,Operations,Manager,101425.54,2,0.1,5,11.52,1,1,21
EID0929,58,Female,IT,Team Leader,48056.67,4,0.15,4,11.07,1,2,7
EID0930,54,Female,Sales,Senior Analyst,146169.17,1,0.88,3,3.77,1,2,26
EID0931,23,Female,Finance,Clerk,83605.74,3,0.53,5,1.12,1,5,2
EID0932,43,Female,Sales,Senior Analyst,90182.16,1,0.47,4,1.61,0,2,24
EID0933,51,Other,Finance,Senior Analyst,59599.03,4,0.11,3,19.86,0,4,20
EID0934,62,Other,Sales,Clerk,86515.23,5,0.65,4,15.67,0,3,23
EID0935,23,Other,HR,Clerk,109429.64,5,0.87,4,18.44,1,2,3
EID0936,54,Male,Sales,Analyst,120141.26,4,0.83,5,3.9,1,7,18
EID0937,50,Female,Operations,Analyst,120464.17,2,0.63,3,19.21,1,9,1
EID0938,39,Female,HR,Senior Analyst,99346.93,2,0.08,1,2.85,0,2,13
EID0939,38,Other,Sales,Senior Analyst,138523.17,5,0.11,2,10.18,0,5,20
EID0940,23,Female,Finance,Manager,128088.94,5,0.05,5,16.59,0,6,1
EID0941,23,Female,Finance,Manager,120845.77,4,0.26,3,7,1,6,3
EID0942,21,Other,Finance,Analyst,36672.66,2,0.14,4,8.5,0,1,3
EID0943,47,Male,Marketing,Analyst,30825.36,5,0.26,3,2.56,0,2,6
EID0944,28,Male,IT,Manager,55493.67,2,0.39,2,2.46,1,9,7
EID0945,47,Male,Finance,Manager,109622.83,5,0.94,2,12.39,0,9,9
EID0946,48,Other,HR,Team Leader,79343.7,1,0.61,1,13.51,1,3,14
EID0947,41,Female,Finance,Team Leader,78288.75,3,0.83,1,15.55,0,6,7
EID0948,26,Other,Marketing,Manager,136150.43,1,0.71,2,11.13,1,1,7
EID0949,20,Other,Operations,Team Leader,137467.54,5,0.11,5,12.92,1,2,2
EID0950,48,Female,HR,Clerk,139101.03,3,0.74,5,0.27,1,6,25
EID0951,57,Male,Marketing,Analyst,67665.37,3,0.28,4,3.24,1,6,11
EID0952,54,Male,Operations,Analyst,112926.7,5,0.64,1,19.7,1,9,26
EID0953,53,Other,HR,Manager,62595.98,5,0.34,4,1.52,0,2,17
EID0954,41,Male,Sales,Senior Analyst,52873.18,2,1,1,13.58,1,0,12
EID0955,48,Other,IT,Manager,52155.89,5,0.26,2,3.52,1,2,3
EID0956,23,Other,IT,Team Leader,71052.91,4,0.28,5,14.33,1,4,0
EID0957,19,Female,Marketing,Senior Analyst,81594.91,5,0.93,5,14.12,1,6,0
EID0958,37,Female,Operations,Team Leader,129713.9,4,0.02,2,4.68,0,3,8
EID0959,45,Female,IT,Clerk,44386.93,5,0.7,4,5.39,1,0,22
EID0960,28,Other,Operations,Team Leader,118191.1,2,0.73,4,13.1,0,5,6
EID0961,21,Female,Operations,Clerk,93774.59,4,0.84,3,7.8,1,1,0
EID0962,32,Male,Marketing,Clerk,64553.44,1,0.97,1,3.89,1,2,6
EID0963,23,Male,Marketing,Team Leader,89138.35,4,0.98,4,14.63,0,3,1
EID0964,47,Other,Marketing,Team Leader,65993.05,2,0.07,2,3.08,0,5,6
EID0965,55,Other,IT,Clerk,101529.83,4,0.82,4,17.11,0,5,6
EID0966,19,Female,Marketing,Senior Analyst,82061.27,5,0.65,5,10.29,1,6,1
EID0967,32,Other,IT,Clerk,49728.66,5,0.65,1,2.11,0,4,2
EID0968,28,Other,Marketing,Analyst,43989.97,2,0.13,3,13.88,1,6,9
EID0969,25,Male,Finance,Clerk,95603.48,3,0.65,1,10.38,0,1,1
EID0970,43,Male,Operations,Senior Analyst,138289.56,5,0.98,5,5.96,0,0,6
EID0971,62,Female,Marketing,Analyst,71274.92,1,0.91,5,8.45,1,9,20
EID0972,61,Other,HR,Manager,117960.01,2,0.44,5,5.97,0,7,36
EID0973,22,Other,Operations,Manager,109039.36,4,0.04,5,5.26,0,0,0
EID0974,23,Male,Operations,Senior Analyst,141786.59,4,0.36,2,3.27,1,1,2
EID0975,43,Other,Marketing,Clerk,128517.72,1,0.83,3,7.26,1,9,23
EID0976,21,Male,Sales,Team Leader,97992.63,5,0.7,5,5.02,1,5,1
EID0977,36,Female,Marketing,Senior Analyst,108843.66,2,0.46,5,13.67,0,0,6
EID0978,37,Male,Operations,Analyst,137806.38,1,0.06,4,13.68,0,9,16
EID0979,50,Other,HR,Analyst,77942.25,5,0.43,3,10.04,0,2,3
EID0980,37,Female,Operations,Manager,69215.36,2,0.47,1,15.56,0,6,15
EID0981,29,Male,HR,Analyst,31297.33,4,0.93,3,16.83,0,7,2
